summary_nr,report_id,event_date,event_time,event_desc,event_keyword,const_end_use,build_stories,nonbuild_ht,project_cost,project_type,sic_list,fatality,state_flag,abstract_text,load_dt
202545992,0950641,2013-09-26 15:15:00,,Employee Fractures Hand When Whipped by Plaster Hose,"FRACTURE,HAND,HOSE,DISCONNECTING MEANS,CLEANING,CLOGGED,PROCESS SAFETY,STRUCK BY",B,5,60,E,A,1742,,,,2016-02-08 01:00:05.963944
201392917,0552652,2013-06-29 10:30:00,,"Employee Is Found Slumped of Cart, Dies","CART,FALL,LACERATION,FOREHEAD",,,,,,3714,,,,2016-02-08 01:00:05.963944
202657821,0950643,2013-05-02 16:30:00,,Worker Cuts Finger with Band Saw,"BANDSAW,SAW,LACERATION,FINGER,CUTTING AND BURNING",,,,,,5251,,,,2016-02-08 01:00:05.963944
200054013,0728900,2011-08-31 14:09:00,,Employee Is Injured in Trench Collapse,"COLLAPSE,TRENCH",A,,8,A,A,1794,,,,2016-02-08 01:00:05.963944
202522041,0950624,2011-10-26 17:00:00,,Employees Are Injured by Harvester,"HARVESTER,AGRICULTURE,RUN OVER,STRUCK BY,FRACTURE,TORSO,ABDOMEN,BACK,PELVIS,LEG",,,,,,0173,,,,2016-02-08 01:00:05.963944
202522041,0950624,2011-10-26 17:00:00,,Employees Are Injured by Harvester,"HARVESTER,AGRICULTURE,RUN OVER,STRUCK BY,FRACTURE,TORSO,ABDOMEN,BACK,PELVIS,LEG",,,,,,0173,,,,2016-02-08 01:00:05.963944
201024353,0950615,2012-08-27 10:30:00,,Employee Falls from Scaffold and Is Injured,"MOBILE SCAFFOLD,OVERTURN,UNSECURED,FALL",C,1,10,B,D,1542,,,,2016-02-08 01:00:05.963944
201079761,0950632,2013-08-12 09:14:00,,Employee's Hand Is Struck by Plastic Block and Is Injured,"MILLING MACHINE,STRUCK BY,FLYING OBJECT,HAND,LACERATION",,,,,,3843,,,,2016-02-08 01:00:05.963944
201186947,0950611,2013-07-09 13:26:00,,Employee Amputates Left Ring Finger in Door Jam,"AMPUTATED,FINGER,DOOR,JAMMED,NIP POINT",,,,,,8361,,,,2016-02-08 01:00:05.963944
201408572,0552651,2013-01-24 10:24:00,,"Employee Is Buried When Excavation Side Collaspes, Dies","REPAIR,LEAK,EXCAVATION,COLLAPSE,BURIED",G,,,A,C,1623,X,,,2016-02-08 01:00:05.963944
200534543,0751910,2011-09-21 07:45:00,,Employee Gets Left Foot and Leg Amputated by Auger,"AMPUTATED,AUGER,LEG,FOOT,GUARD,BOLT",,,,,,5153,,,,2016-02-08 01:00:05.963944
202479333,0950644,2013-07-22 11:20:00,,Employee Fractures Ankle Caught Between Forklift and Battery,"CAUGHT BETWEEN,FRACTURE,ANKLE,FOOT,BATTERY CHARGER,INDUSTRIAL TRUCK,VEHICLE IN GEAR,BACKING UP",,,,,,5112,,,,2016-02-08 01:00:05.963944
202521621,0950624,2011-07-25 05:30:00,,Employee Is over Come by Ammonia Fume,"TOXIC FUMES,AMMONIA,DIZZINESS,CHEST",,,,,,2087,,,,2016-02-08 01:00:05.963944
202545240,0950641,2013-07-09 15:00:00,,"Employee Is Caught by Fallen Trellis, Suffers Fractures","BROKEN WELD,ACETYLENE TORCH,ROOF BRACKET,CAUGHT BETWEEN,FRACTURE,FACE,CHEST",H,1,22,F,A,1791,,,,2016-02-08 01:00:05.963944
200926210,0355112,2012-04-10 17:00:00,,Roofer Injured Later Dies from Fall from 40-Foot Ladder,"ROOF,ROOFER,FALL",B,3,45,E,A,1761,X,,,2016-02-08 01:00:05.963944
202561429,0950411,2012-03-07 17:00:00,,Employee Suffers Heart Attack and Later Died,HEART ATTACK,,,,,,4213,X,,,2016-02-08 01:00:05.963944
202652210,0950633,2012-03-28 08:45:00,,Employee Falls from Stepladder and Fractures Right Foot,"FALL,STEPLADDER,FRACTURE,FOOT,ANKLE,PAINTER",C,1,,A,A,1721,,,,2016-02-08 01:00:05.963944
202554523,0950631,2012-04-23 12:00:00,,Employee Is Injured His Wrist in Fall from Top Plate,"JOIST,LOST BALANCE,FALL,FRACTURE,WRIST",B,4,59,G,A,1751,,,,2016-02-08 01:00:05.963944
201128014,0950613,2010-11-15 16:30:00,,Employee Gets Fractured Leg by Cart Overturn,"FRACTURE,CART,TIBIA,OVERTURN",,,,,,8221,,,,2016-02-08 01:00:05.963944
200742732,0213100,2012-01-18 09:30:00,,Employee Is Killed after Sliding Into Tree,"LOST BALANCE,LOST CONTROL,FOOTINGS,STRUCK AGAINST",,,,,,7011,X,,,2016-02-08 01:00:05.963944
201129764,0950613,2013-06-11 07:30:00,,Employee Is Killed When Crushed by Elevator Counter Weights,"ELEVATOR,ELEVATOR SHAFT,INSTALLING,STEPLADDER,COUNTERBALANCE,CRUSHED",C,7,75,B,A,1796,X,,,2016-02-08 01:00:05.963944
201079043,0950632,2013-05-01 19:40:00,,"Hot Liquid Burns Food Prep Workers Arm, Chest and Chin","FACE,BURN,HOT WATER,ARM,CHEST,FOOD PREPARATION",,,,,,5812,,,,2016-02-08 01:00:05.963944
202457909,0950647,2012-08-14 14:00:00,,"Four Employees Inhale Carbon Monoxide, All Suffer","ASPHYXIATED,INHALATION,CARBON MONOXIDE,INDUSTRIAL TRUCK,VENTILATION,GASOLINE",,,,,,2084,,,,2016-02-08 01:00:05.963944
202509121,0950622,2012-01-05 13:06:00,,Employee Is Injured in Fall Through Skylight,"FALL,FALL PROTECTION,SKYLIGHT",B,1,16,A,C,1522,,,,2016-02-08 01:00:05.963944
201623238,1054116,2011-08-02 10:00:00,,Logger Is Killed When Struck by Log,"LOG,LOGGER,LOGGING,STRUCK BY,CHOKER,CHOKER SETTER,HEAD,FRACTURE",,,,,,2411,X,,,2016-02-08 01:00:05.963944
201076957,0950632,2011-07-14 11:46:00,,Mechanic's Finger Is Injured by Falling Equipment,"MECHANIC,INDUSTRIAL TRUCK,UNSTABLE LOAD,UNSTABLE POSITION,SUSPENDED LOAD,CRUSHED,THUMB,AMPUTATED,STRUCK BY,HAND TOOL",,,,,,7694,,,,2016-02-08 01:00:05.963944
201703444,1054115,2012-02-28 13:00:00,,Employee Is Killed When Struck by Vehicle,"ROAD GRADER,ROAD PAVING,STRUCK BY,VEHICLE",,,,,,9131,X,,,2016-02-08 01:00:05.963944
202658290,0950643,2013-11-01 21:40:00,,Worker Amputates Fingertip with Bench Sander,"AMPUTATED,FINGER,BENCH OPERATOR,SANDING MACHINE,GLOVE,CAUGHT BETWEEN",,,,,,0241,,,,2016-02-08 01:00:05.963944
202612834,0950612,2011-03-29 15:00:00,,Burn - Electrical Fault in Switchgear,"ELECTRICAL,BURN,ELECTRIC ARC,ELECTRICAL FAULT,ELECTRICAL WORK,CIRCUIT BREAKER,SWITCHGEAR,ELECTRIC DRILL,LOCKOUT,E GI IV",H,2,23,A,E,1731,,,,2016-02-08 01:00:05.963944
200232551,1032500,2011-02-02 14:30:00,,"Two Sustain Burns, One Dies, in Diesel Tanker Fueling Fire","REFUELING,TRUCK,DIESEL TRUCK,GASOLINE,FLAMMABLE LIQUID,FLAMMABLE VAPORS,EXPLOSION,FIRE,BURN,PROTECTIVE GROUNDING",,,,,,5172,X,,,2016-02-08 01:00:05.963944
202588075,0950614,2012-12-05 14:00:00,,Employee Is Severely Burned with Hot Water,"BURN,WATER,LOCKOUT",,,,,,4225,,,,2016-02-08 01:00:05.963944
202692406,0950624,2013-08-28 21:25:00,,Employee Severely Lacerates Hand Cleaning Conveyor,"LACERATION,HAND,CLEANING,CONVEYOR,JAMMED,AUTOMATIC RESTART",,,,,,7363,,,,2016-02-08 01:00:05.963944
201024106,0950615,2012-04-04 11:12:00,,Animal Handler at Wild Animal Park Is Gored by Cape Buffalo,"ANIMAL HANDLER,GORED,THIGH,LEG",,,,,,8422,,,,2016-02-08 01:00:05.963944
202614558,1054112,2012-08-13 18:45:00,,Employee Is Pinned Between Forklift and Blocks on Pallet,"PINNED,INDUSTRIAL TRUCK,PALLET,TRUCK DRIVER",,,,,,3251,,,,2016-02-08 01:00:05.963944
200041754,0653510,2011-03-09 10:00:00,,"Three Employees Are Burned in Rig Fire, One Later Dies","OIL WELL SERVICING,FIRE,BURN,OIL RIG,BLOWOUT--OIL WELL,HIGH TEMPERATURE,SKIN",,,,,,1389,X,,,2016-02-08 01:00:05.963944
200041754,0653510,2011-03-09 10:00:00,,"Three Employees Are Burned in Rig Fire, One Later Dies","OIL WELL SERVICING,FIRE,BURN,OIL RIG,BLOWOUT--OIL WELL,HIGH TEMPERATURE,SKIN",,,,,,1389,X,,,2016-02-08 01:00:05.963944
200041754,0653510,2011-03-09 10:00:00,,"Three Employees Are Burned in Rig Fire, One Later Dies","OIL WELL SERVICING,FIRE,BURN,OIL RIG,BLOWOUT--OIL WELL,HIGH TEMPERATURE,SKIN",,,,,,1389,X,,,2016-02-08 01:00:05.963944
200926558,0355118,2013-08-27 12:50:00,,Employee Is Killed in Baler Conveyor,"SCRAP METAL,JAMMED,CONVEYOR,BALER,MACHINE--MISC,FALL,WASTE PROC FAC,AUTOMATIC RESTART",,,,,,5093,X,,,2016-02-08 01:00:05.963944
201078219,0950632,2012-07-11 18:05:00,,Employee Injures Head During Fall from Cart,"HEAD,FALL,CONTUSION,LACERATION",,,,,,8221,,,,2016-02-08 01:00:05.963944
202657193,0950643,2012-11-20 08:30:00,,Paper Worker Fractures Arm While Cleaning Rollers,"ROLLER--MACH/PART,ROLLER CONVEYOR,NIP POINT,CONVEYOR,FRACTURE,ARM,PAPER,UNTRAINED,LOCKOUT",,,,,,2621,,,,2016-02-08 01:00:05.963944
200362150,0453710,2014-01-23 11:00:00,,Worker Is Killed in Fall from Scaffold,"CONSTRUCTION,INSTALLING,WALL,PUMP JACK SCAFFOLD,FALL,FALL PROTECTION,LANYARD,HEAD,CONCUSSION,SCAFFOLD",B,4,,G,A,1761,X,,,2016-02-08 01:00:05.963944
202531091,0950635,2012-04-19 14:00:00,,Employee Crushes Thumb While Driving Stand-Up Forklift,"MOTOR VEHICLE,LOST CONTROL,CRUSHED,THUMB",,,,,,7361,,,,2016-02-08 01:00:05.963944
200604742,0625400,2011-04-25 12:30:00,,Employee Drowns in River,"DROWN,ROPE",,,,,,7011,X,,,2016-02-08 01:00:05.963944
201321809,0317900,2011-12-21 18:05:00,,Employee Is Struck by Tractor Trailer Cable,"STRUCK BY,TRAILER,RUN OVER",,,,,,3085,X,,,2016-02-08 01:00:05.963944
201077633,0950632,2011-12-20 16:48:00,,Employee Gets Finger Amputated with a Band Saw,"FINGER,HAND,AMPUTATED,SAW",,,,,,5411,,,,2016-02-08 01:00:05.963944
200361343,0453710,2012-08-16 17:10:00,,"Employee Suffers Heart Attack While Working, Died","HEART,HEART ATTACK",,,,,,5149,X,,,2016-02-08 01:00:05.963944
202555793,0950631,2013-03-09 12:34:00,,Worker Dies of Non-Work-Related Health Issues,CHEST,,,,,,7217,,,,2016-02-08 01:00:05.963944
202478491,0950644,2012-05-24 22:00:00,,Employee Fractures Ankle When Struck by Load on Crane,"FRACTURE,ANKLE,BRIDGE,CRANE,MAGNET,STEEL PLATE,STRUCK BY,HOIST",,,,,,3316,,,,2016-02-08 01:00:05.963944
202673364,0950633,2012-10-15 09:00:00,,"Employee Catches Hand in Press, Amputates Finger","METAL SHOP,AMPUTATED,FINGER,PUNCH PRESS,UNGUARDED,POINT OF OPERATION",,,,,,3442,,,,2016-02-08 01:00:05.963944
202491684,0950621,2011-04-11 17:00:00,,Employee's Arm Is Injured in Conveyor,"LOG,CONVEYOR,CONVEYOR BELT,ROLLER--MACH/PART,HAND,UNGUARDED,GUARD,ARM",,,,,,2421,,,,2016-02-08 01:00:05.963944
202492302,0950621,2011-07-05 17:00:00,,Employee Suffers from Heat Stroke,"HEAT STROKE,HEALTH CARE FACILITY",C,1,12,A,B,1799,,,,2016-02-08 01:00:05.963944
201496122,0950625,2012-01-11 09:00:00,,Employee Fractures Foot in Fall from Rack,"LOST BALANCE,FALL,FOOT,FRACTURE,MOTOR VEHICLE",,,,,,5712,,,,2016-02-08 01:00:05.963944
202508826,0950622,2011-12-05 11:30:00,,"Employee Falls Off Truck, Fractures Pelvis","FALL,TRAILER,TRAILER TRUCK,FRACTURE,UNSTABLE POSITION,PELVIS",,,,,,4213,,,,2016-02-08 01:00:05.963944
202555231,0950631,2012-10-02 08:00:00,,Tree Trimmer Injured in Fall from Tree,"TREE,TREE FELLING,TREE LIMB,TREE TRIMMING,FALL,LACERATION",,,,,,0783,,,,2016-02-08 01:00:05.963944
201129145,0950613,2012-06-04 15:24:00,,Employee Sustains Back Injury When Ladder Slips and Falls,"STORAGE RACK,STEPLADDER,SPREADER BAR,UNSTABLE POSITION,SLIPPERY SURFACE,FALL,UNCONSCIOUSNESS,BACK,EMERGENCY RESPONSE,WORK RULES",,,,,,5331,,,,2016-02-08 01:00:05.963944
202523528,0950624,2012-10-14 16:30:00,,"Employee's Foot Is Run over by Forklift, Suffers Abrasions","FARM MACHINERY,CONTUSION,ABRASION,FOOT,RUN OVER,INDUSTRIAL TRUCK",,,,,,0139,,,,2016-02-08 01:00:05.963944
200515443,0552700,2011-09-20 19:50:00,,Employee on Atv Hits a Tree and Dies at the Scene,"EJECTED,STRUCK AGAINST,TREE,TIRE",,,,,,0241,X,,,2016-02-08 01:00:05.963944
200515443,0552700,2011-09-20 19:50:00,,Employee on Atv Hits a Tree and Dies at the Scene,"EJECTED,STRUCK AGAINST,TREE,TIRE",,,,,,0241,X,,,2016-02-08 01:00:05.963944
200361699,0453710,2013-06-25 12:30:00,,Worker's Leg Is Injured When Struck by Rock During Blasting,"CONSTRUCTION,MECHANIC,MACHINE OPERATOR,EXCAVATION,EXCAVATOR,BLASTING,STRUCK BY,ROCK,LEG,FRACTURE",A,,,D,A,1629,,,,2016-02-08 01:00:05.963944
200626109,0454732,2011-02-28 14:50:00,,Employee Dies from Apparent Drowning,"DROWN,DAM",L,,,A,C,1611,X,,,2016-02-08 01:00:05.963944
202470845,0950643,2011-08-09 16:26:00,,Employees Sustain Burns and Amputations in Gas Explosion,"EXPLOSION,COMPRESSED GAS,FLAMMABLE VAPORS,OXYGEN,HYDROGEN,FRACTURE,BURN,AMPUTATED,BLOOD CLOT,LEG",,,,,,5169,,,,2016-02-08 01:00:05.963944
202470845,0950643,2011-08-09 16:26:00,,Employees Sustain Burns and Amputations in Gas Explosion,"EXPLOSION,COMPRESSED GAS,FLAMMABLE VAPORS,OXYGEN,HYDROGEN,FRACTURE,BURN,AMPUTATED,BLOOD CLOT,LEG",,,,,,5169,,,,2016-02-08 01:00:05.963944
202470522,0950643,2011-05-20 11:45:00,,Employee Catches Fingertip in Cylinder Cap and Is Amputated,"HYDRAULIC CYLINDER,CAUGHT BY,NIP POINT,FINGER,AMPUTATED,UNSECURED",,,,,,3534,,,,2016-02-08 01:00:05.963944
202615415,1054112,2014-01-15 16:30:00,,Worker Fractures Skull in Fall When Subfloor Breaks,"CONSTRUCTION,CARPENTER,DECKING,GUARDRAIL,BOARD,FALL,FALL PROTECTION,FRACTURE,SKULL,HEAD",A,2,,E,A,"1751,1521",,,,2016-02-08 01:00:05.963944
202615415,1054112,2014-01-15 16:30:00,,Worker Fractures Skull in Fall When Subfloor Breaks,"CONSTRUCTION,CARPENTER,DECKING,GUARDRAIL,BOARD,FALL,FALL PROTECTION,FRACTURE,SKULL,HEAD",A,2,,E,A,"1751,1521",,,,2016-02-08 01:00:05.963944
201079126,0950632,2013-01-06 11:00:00,,Employee Suffers Fractures When Struck by Trash Receptacle,"TRASH COMPACTOR,RECEPTACLE,TRUCK,OVERHEAD GUARD,DISCONNECTING MEANS,STRUCK BY,HEAD,FRACTURE,PELVIS",,,,,,4212,,,,2016-02-08 01:00:05.963944
201494648,0950625,2010-08-02 15:30:00,,"Employee's Hand Is Pulled Into Nip Point, Suffers Amputation","UNGUARDED,NIP POINT,PULLEY,AMPUTATED,DEGLOVED,HAND",,,,,,2754,,,,2016-02-08 01:00:05.963944
202658175,0950643,2013-07-30 10:45:00,,Worker's Head Is Injured by Falling Bag of Insulation,"SPINE,HEAD,SKULL,FRACTURE,FALLING OBJECT,STRUCK BY,THERMAL INSULATION,CONSTRUCTION,HARD HAT,PPE",C,4,48,E,A,1742,,,,2016-02-08 01:00:05.963944
201494853,0950625,2011-01-28 10:24:00,,Worker Fracturers Ankle When Ladder Falls,"CONSTRUCTION,ROOF,LADDER,EXTENSION LADDER,FALLING OBJECT,FALL,FRACTURE,ANKLE",,,,,,8322,,,,2016-02-08 01:00:05.963944
200212926,0626000,2011-05-20 19:00:00,,Employee Is Killed by Heat Stress,"HEAT,HEAT EXHAUSTION,HEAT STROKE,WELDER",M,1,5,B,A,1629,X,,,2016-02-08 01:00:05.963944
201408416,0552651,2011-07-19 11:00:00,,Employee Is Electrocuted in Contact with 120 Volt Conductor,"ELECTRIC CONDUCTOR,ELECTROCUTED,ELECTRICAL,ELEC PROTECT EQUIP,CRAWL SPACE,SAW,HAND TOOL",A,2,2,A,B,1711,X,,,2016-02-08 01:00:05.963944
311675144,0950653,2012-01-30 14:52:00,,Employee Falls Through Primary Crusher Decking,"FALL,CRUSHER,FALL PROTECTION,CLEANING,SPILL",,,,,,1442,,,,2016-02-08 01:00:05.963944
201283553,0418100,2012-03-02 20:30:00,,Employee Is Killed after Reached Into Block Drawing Machin,"BLOCKS,DRAWWORKS,DECAPITATED,NIP POINT,UNGUARDED",,,,,,3315,X,,,2016-02-08 01:00:05.963944
201185451,0950611,2010-11-11 11:42:00,,Employee Fractures Leg When Struck by Falling Object,"FRACTURE,STRUCK BY,LEG,SLIP,STRUCK AGAINST,UNSECURED,FALLING OBJECT",,,,,,4212,,,,2016-02-08 01:00:05.963944
202369112,1055330,2012-01-23 00:00:00,,Employee Is Killed When Hit in Head by Fallen Tree,"FALLING OBJECT,HEAD,STRUCK BY,TREE",H,1,,A,E,1794,X,,,2016-02-08 01:00:05.963944
202568663,0452110,2011-03-11 11:45:00,,Employee Is Killed When Struck by Fallen Tree,"STRUCK BY,FALLING OBJECT,TREE,TREE FELLING,CRUSHED",,,,,,0783,X,,,2016-02-08 01:00:05.963944
202587267,0950614,2012-02-13 12:20:00,,Employee Dies in Fall from Forklift,"FALL,FALL PROTECTION,INDUSTRIAL TRUCK,CRATE,GUARDRAIL,SCAFFOLD,HOSE,UNSTABLE POSITION",C,2,,C,A,1542,X,,,2016-02-08 01:00:05.963944
200075307,0453720,2012-11-27 23:00:00,,"Employee's Fingers Are Crushed in Tobacco Machine, Amputated","SMOKING,MACHINE OPERATOR,HOPPER,CONVEYOR,ROLLER CONVEYOR,CLOGGED,HAND,FINGER,CRUSHED,AMPUTATED",,,,,,2111,,,,2016-02-08 01:00:05.963944
202470787,0950643,2011-08-10 06:00:00,,Worker Painting Wall Fractures Elbow in Fall,"PAINTER,WALL,PAINT,LOST BALANCE,FALL,FRACTURE,ELBOW,STRUCK AGAINST,WORK RULES",,,,,,5932,,,,2016-02-08 01:00:05.963944
202587101,0950614,2011-09-29 13:00:00,,Employee Fractures Ankle When Jumping from Truck,"TRUCK,FRACTURE,ANKLE,WORK SURFACE,STRUCK AGAINST",C,1,26,D,A,1791,,,,2016-02-08 01:00:05.963944
201354263,0419700,2011-10-21 01:30:00,,Employee Is Killed in Fall Through Roof Opening,"ROOF,ROOF DECKING,ROOF OPENING,ROOF OPENING COVER,UNGUARDED,UNSECURED,FALL,ABRASION,CONTUSION,INSTALLING",C,3,19,E,A,"1541,1731",X,,,2016-02-08 01:00:05.963944
201354263,0419700,2011-10-21 01:30:00,,Employee Is Killed in Fall Through Roof Opening,"ROOF,ROOF DECKING,ROOF OPENING,ROOF OPENING COVER,UNGUARDED,UNSECURED,FALL,ABRASION,CONTUSION,INSTALLING",C,3,19,E,A,"1541,1731",X,,,2016-02-08 01:00:05.963944
202478178,0950636,2012-03-05 09:30:00,,Employee Gets His Right Finger Smashed,"FINGER,CRUSHED,CHAIN,BACKHOE",A,,,A,B,1611,,,,2016-02-08 01:00:05.963944
200042166,0653510,2013-05-23 10:30:00,,Employee Is Electrocuted,"FLAGMAN,TRUCK,BOOM,STRUCK AGAINST,OVERHEAD POWER LINE,ELECTROCUTED",,,,,,1381,X,,,2016-02-08 01:00:05.963944
200922573,0355114,2011-04-01 15:00:00,,Employee Is Killed in Fall from Loader,"LOADER,ELEVATED WORK PLAT,EQUIPMENT FAILURE,MECH MALFUNCTION,FALL,AIRPORT,AIRCRAFT,HEAD,MANUAL MAT HANDLING",,,,,,4512,X,,,2016-02-08 01:00:05.963944
202478202,0950636,2012-02-22 23:00:00,,Employee's Fingers Are Amputated in Chain and Sprocket,"NIP POINT,CHAIN,SPROCKET,POINT OF OPERATION,LOCKOUT,FINGER,AMPUTATED,REPAIR",,,,,,2653,,,,2016-02-08 01:00:05.963944
200556587,0625700,2011-06-24 09:00:00,,Employee Fatally Falls from Ladder,"FALL,LADDER,HEAD,ROOF,METAL SHEET",H,1,12,F,A,1761,X,,,2016-02-08 01:00:05.963944
202544078,0950641,2012-07-28 11:59:00,,Tree Trimmer Is Electrocuted While Cutting Palms,"TREE,TREE PRUNER,TREE TRIMMING,TREE LIMB,ELECTROCUTED,ELECTRICAL,ELECTRIC SHOCK",,,,,,0782,X,,,2016-02-08 01:00:05.963944
202614459,1054191,2012-06-26 00:00:00,,Correctional Officer Passes Out and Sustains Concussion,"FLAMMABLE LIQUID,FIRE,SMOKE,UNCONSCIOUSNESS,FALL,CHAIR,STRUCK AGAINST,HEAD,CONCUSSION",,,,,,9223,,,,2016-02-08 01:00:05.963944
202508255,0950622,2011-04-11 09:00:00,,Employee Amputates Pinky Finger While Performing Cross Cut,"TABLE SAW,AMPUTATED,FINGER,LACERATION,HAND",H,2,1,D,A,1522,,,,2016-02-08 01:00:05.963944
202543229,0950641,2011-07-07 11:06:00,,Employee Is Injured in Fall in Excavation,"EXCAVATION,FALL,HEALTH CARE FACILITY",A,2,,B,B,1794,,,,2016-02-08 01:00:05.963944
202479572,0950644,2013-09-23 07:50:00,,Employee's Ankle Is Struck by Object and Is Fractured,"DOOR,UNSECURED,UNSTABLE POSITION,FALLING OBJECT,STRUCK BY,ANKLE,FRACTURE",,,,,,4225,,,,2016-02-08 01:00:05.963944
202587986,0950614,2012-10-24 08:30:00,,Maintenance Worker Fractures Leg in Fall from Ladder,"MAINTENANCE,AIR CONDITIONER,ROOF,LADDER,UNSTABLE POSITION,SLIPPERY SURFACE,LOST BALANCE,FALL,LEG,FRACTURE",,,,,,8211,,,,2016-02-08 01:00:05.963944
202523585,0950624,2013-04-01 07:30:00,,Employee Amputates Two Fingers on Radial Saw,"CARPENTER,SAW,HAND,SLIPPERY SURFACE,SLIP,STRUCK BY,BLADE,AMPUTATED,FINGER,INEXPERIENCE",,,,,,2431,,,,2016-02-08 01:00:05.963944
201510930,0950651,2013-06-22 14:00:00,,Worker Falls from Pile Driver and Sustains Two Leg Fractures,"CONSTRUCTION,MECHANIC,PILE DRIVER,FALL,HYDRAULIC LINE,ROPE,FRACTURE,LEG,MACHINE OPERATOR",P,,3,D,B,1799,,,,2016-02-08 01:00:05.963944
202470175,0950643,2011-03-16 13:22:00,,An Employee Faints in Tank,"TANK,FAINTED",,,,,,4959,,,,2016-02-08 01:00:05.963944
202545018,0950641,2013-03-25 07:34:00,,Employee Amputates Finger in File Cabinet Draw,"FINGER,AMPUTATED,OFFICE AREA",,,,,,4833,,,,2016-02-08 01:00:05.963944
200645141,0627700,2011-08-14 17:30:00,,Employee Dies after Chemical Exposure,"CHEMICAL,CHEMICAL VESSEL,PROCESS SAFETY,ASPHYXIATED,EYE,MOUTH,NOSE,HOSE,PRESSURE RELEASE,CARDIAC ARREST",,,,,,2869,X,,,2016-02-08 01:00:05.963944
201496213,0950625,2011-11-14 11:00:00,,Employee Catches Finger in Railing and Is Amputated,"DRIVER,TRUCK,METAL RAIL,CAUGHT BETWEEN,FINGER,AMPUTATED",,,,,,5999,,,,2016-02-08 01:00:05.963944
202569513,0452110,2012-10-08 12:43:00,,Employee Dies in Wall Collapse,"FALL,STRUCK BY,CRANE,FRACTURE",I,,12,F,A,1611,X,,,2016-02-08 01:00:05.963944
201694494,0950662,2012-09-19 11:00:00,,Employee Injured Falling from Beam,"FALL,BEAM,FRACTURE,LEG,LADDER,ROOF",C,1,17,C,A,1751,,,,2016-02-08 01:00:05.963944
200534451,0751910,2011-07-27 07:45:00,,Employee's Finger Is Amputated When Suspended Load Shifts,"SUSPENDED LOAD,UNSECURED,UNSTABLE LOAD,CRANE,FINGER,AMPUTATED,PIN,PALLET,PALLETIZED CARGO",,,,,,3531,,,,2016-02-08 01:00:05.963944
201392743,0552652,2012-11-13 12:00:00,,Employee Gets Fatally Crushed by Dump Truck,"CRUSHED,TRUCK,DUMP TRUCK BED",,,,,,0783,X,,,2016-02-08 01:00:05.963944
202458055,0950647,2013-01-07 11:00:00,,Employee Suffers Head Concussion When Utility Truck Overturn,"DRIVER,TRUCK,OVERTURN,STRUCK AGAINST,OVERHEAD GUARD,HEAD,CONCUSSION",,,,,,1381,,,,2016-02-08 01:00:05.963944
201077302,0950632,2011-10-15 14:00:00,,Worker Found Unconscious Dies of Aneurysm or Heart Attack,"BOAT,MAINTENANCE,DIZZINESS,UNCONSCIOUSNESS,ANEURYSM,HEART ATTACK,CARDIOVASC SYSTEM",,,,,,3732,X,,,2016-02-08 01:00:05.963944
202522744,0950624,2012-06-29 16:00:00,,"Employee's Foot Is Struck by Falling Box, Amputates Big Toe","INDUSTRIAL TRUCK,FOOT,STRUCK BY,FALLING OBJECT,AMPUTATED,TOE",,,,,,5599,,,,2016-02-08 01:00:05.963944
202626388,0950633,2011-01-03 14:47:00,,Employee's Foot Is Amputated by Pallet Jack,"WAREHOUSE,EQUIPMENT OPERATOR,PALLET,JACK,UNSTABLE LOAD,ROLL-OVER,CAUGHT BETWEEN,CRUSHED,AMPUTATED,FOOT",,,,,,4222,,,,2016-02-08 01:00:05.963944
202252128,0953210,2011-03-29 11:50:00,,"Employee Is Caught by Motor, Sustains Serious Injuries","CAUGHT BY,MACHINE--MISC,PULLEY,ROTATING PARTS,FACE,NECK,ARM,EYE",C,,,B,E,1731,,,,2016-02-08 01:00:05.963944
202369435,1055340,2012-10-07 11:30:00,,Employee's Body Has Not Been Found after Falling from Bridge,"FALL,BRIDGE,RIVER,PAINT",H,1,,A,E,1721,X,,,2016-02-08 01:00:05.963944
200626240,0454711,2011-08-01 08:52:00,,Employee Is Fatally Struck by a Tower,"STRUCK BY,TOWER,FALL",M,,10,A,C,1799,X,,,2016-02-08 01:00:05.963944
202045415,0155010,2012-06-15 13:30:00,,Employee Is Killed in Fall from Sissor Platform,"PLATFORM,FALL,STRUCK AGAINST,CONCRETE,LOADER,INDUSTRIAL TRUCK,INSTALLING,HEAD",,,,,,5983,X,,,2016-02-08 01:00:05.963944
200535995,0751910,2013-08-12 17:30:00,,Employee Is Struck by Falling Wood Posts and Later Dies,"TRACTOR TRAILER,FRONT END LOADER,UNSTABLE LOAD,UNSECURED,STRUCK BY,FALLING OBJECT",I,,,A,C,1611,X,,,2016-02-08 01:00:05.963944
200534055,0751910,2010-10-07 01:00:00,,Employee's Thumb Is Amputated by Drywall,"THUMB,AMPUTATED,CAUGHT BETWEEN,GUARD",,,,,,3275,,,,2016-02-08 01:00:05.963944
202556478,0950631,2013-05-21 12:00:00,,Employee Suffers Injuries When Struck by Falling Object,"STRUCK BY,FALLING OBJECT,CONTUSION",A,2,6,A,A,1741,,,,2016-02-08 01:00:05.963944
200075497,0453720,2013-08-05 10:00:00,,Employee Receives Multiple Injuries in Fall Through Roof,"FALL,VERTEBRA,ARM,FOOT,ANKLE,FRACTURE,ROOF",,,,,,5191,,,,2016-02-08 01:00:05.963944
